"","x"
"40651","nunzio gabriele genoni"
"40652","byung rae  samsung electronics co ltd lee"
"40653","dean razee"
"40654","claudio palu"
"40655","kyoung seok kim"
"40656","vladislav pustovit"
"40657","aurora talaverano fuentes"
"40658","luisa martin cabrejas"
"40659","kazuya  matsushita el ind co fujimura"
"40660","munmun sengupta"
"40661","ning le"
"40662","jukka kumpulainen"
"40663","toshiyuki soejima"
"40664","agneta lernbrink"
"40665","kjeld winther jacobsen"
"40666","martin bahr"
"40667","vasily karlov"
"40668","sterfano ricci"
"40669","vikram shinde"
"40670","hajime yokoi"
"40671","antonio gemes snchez"
"40672","eric joseph sinagra"
"40673","rikichi murooka"
"40674","giuseppe ripa"
"40675","francis wallace"
"40676","artur karasyov"
"40677","shashank shripad welankar"
"40678","yingfei wu"
"40679","andre sokolov"
"40680","kailin ding"
"40681","helmut biere"
"40682","jacqueline tappan"
"40683","akitoshi morioka"
"40684","shin sik lee"
"40685","jan peter enoksson"
"40686","sudhamani dept of microbiology cell biol sonny"
"40687","clas kemstedt"
"40688","petri pohjanen"
"40689","mahmoud alhashim"
"40690","angel luis pinardel nunez"
"40691","rafael libanori"
"40692","george edmunds"
"40693","delphine morin aldebert"
"40694","zijuan li"
"40695","suvanam venkata sai vetha havya"
"40696","govindasamy manikam"
"40697","uday damodar patil"
"40698","juhani siren"
"40699","byoung seung lee"
"40700","mark gemkow"
"40701","sbastien rifflart"
"40702","alexander limberis"
"40703","lennart jahr"
"40704","sebastien fremont"
"40705","sreeja chandran"
"40706","paul iannizzotto"
"40707","yingxiong qin"
"40708","timothy masterson"
"40709","stefano nicola carrara"
"40710","jordi bosch llad"
"40711","jaesuk kwon"
"40712","xijuan zhang"
"40713","heejin choi"
"40714","irene rafols ribas"
"40715","jiajian zhang"
"40716","sung jul kim"
"40717","patti davide giuseppe"
"40718","rosina lopez fandino"
"40719","hugo ziegler"
"40720","ole dammegard"
"40721","anil kumar tyagi"
"40722","zdenek kutalek"
"40723","jeffrey alton gattis"
"40724","patrick heine"
"40725","bernhard schnaus"
"40726","daniel pridal"
"40727","tom johnnson"
"40728","young soon park"
"40729","raed yakoub"
"40730","miguel alba quiros de"
"40731","pier luigi nava"
"40732","sukanta banik"
"40733","andrew james french"
"40734","marcus hermes"
"40735","zsuzsa juhasz nee riedl"
"40736","roy lee jr kessinger"
"40737","donald topping"
"40738","jeffrey stillson"
"40739","zhi hui tang"
"40740","andrea sassi"
"40741","jaan roots"
"40742","alejandro oscar alvarez stein maso"
"40743","irvin jackson jr ii"
"40744","jan libiszowski"
"40745","miki hasayuki"
"40746","zbigniew myszka"
"40747","terje hareide"
"40748","antonella torchiaro"
"40749","vicki corso"
"40750","harry held"
"40751","mark august"
"40752","stefan schachner"
"40753","roderick van"
"40754","celia bonnet"
"40755","gabriele muzzarelli"
"40756","weikang guo"
"40757","jordan vitella espinoza"
"40758","junechul roh"
"40759","sakae  tsushin system kenkyusho nakano"
"40760","boris engstroem"
"40761","ingrid kohl"
"40762","carlos henrique de oliveira melo"
"40763","daniel dehart"
"40764","alfredo de santis"
"40765","roelof van zwol"
"40766","greg borsinger"
"40767","carine simon desplats"
"40768","alfred pfleger"
"40769","fuming huang"
"40770","shigeo utsumi"
"40771","fabienne orihel"
"40772","stphanie relier"
"40773","alain pierre xavier carjuzaa"
"40774","ciro parisi"
"40775","yoshihisa  patent division kozasa"
"40776","martin ostergaard"
"40777","anil choudhary"
"40778","robert fenney"
"40779","felipe alcudia gonzalez"
"40780","giuliano biasiolo"
"40781","xavier varlet grancher"
"40782","ayan chakraborty"
"40783","ronald eichorn"
"40784","vincenzo rispoli"
"40785","julianne haugh"
"40786","toney teddy fernandez"
"40787","seong ki ha"
"40788","jonathan charles fearnow"
"40789","hans vom braucke jun"
"40790","seth hochberg"
"40791","dirk wilhelm domaschko"
"40792","susanna moller"
"40793","giulio ghisolfi"
"40794","niels bent heegaard madsen"
"40795","patrice rene sagne"
"40796","hideki numoto"
"40797","satoru matsuda"
"40798","hans dieter kuehl"
"40799","tetsuji kasumi"
"40800","hans kaussen"
"40801","kyung ae yoon"
"40802","sumio nishiyama"
"40803","deyong he"
"40804","dan yin"
"40805","john petrucci"
"40806","stefano rista"
"40807","eemeli viitanen"
"40808","steffen schnitter"
"40809","youngseob lee"
"40810","zita varga"
"40811","bernie weinstein"
"40812","bernard brugg"
"40813","michael kettner"
"40814","katalin krechova"
"40815","vitezslav kubes"
"40816","marcos melo araujo"
"40817","paul james nichols"
"40818","hans jurgen hansen"
"40819","lone ejbaek meyer"
"40820","gao zhiguo"
"40821","cezar christian andrei"
"40822","neng wu"
"40823","andrzej szajna"
"40824","margaret dawson"
"40825","jos mara rodrguez del val"
"40826","zsolt szentirmai"
"40827","jingyuan gan"
"40828","ekta prashnani"
"40829","jean sbastien fromont"
"40830","manu goyal"
"40831","giuseppe tarantino"
"40832","akihito  patent division nishikawa"
"40833","geir olsen"
"40834","adriano podesta"
"40835","zhicheng na"
"40836","detlef burghardt"
"40837","vinay mannam"
"40838","yingzi yao"
"40839","victor andreevich prasolov"
"40840","michael pashniak"
"40841","tomas kubik"
"40842","brian klotz"
"40843","patrick les escaliers balaguer"
"40844","cletus counard"
"40845","yuji sugimori"
"40846","francisco javier montaner gutierrez"
"40847","marcelo jardim de souza"
"40848","thomas ovrevoll pedersen"
"40849","shigekazu noda"
"40850","anantharaman kumarakrishnan"
"40851","kenichi taniuchi"
"40852","francesco borrelli"
"40853","jun meng"
"40854","eun ju jeon"
"40855","gbor attila bacher"
"40856","hidenori funakoshi"
"40857","katyaini naga"
"40858","motohiko naka"
"40859","lubka banov"
"40860","luca moscatelli"
"40861","basile morin"
"40862","micheline perrufel"
"40863","nikhil mahnot"
"40864","debora litwiller"
"40865","patrick verlhac"
"40866","hand ruedi honegger"
"40867","steven gaskill"
"40868","kenjiro kiyono"
"40869","ziya gokalp boyacigiller"
"40870","esteban santiago"
"40871","christopher parisi"
"40872","volkmar stenzel"
"40873","lorenna machado"
"40874","walter hell"
"40875","frederique deiss"
"40876","andrea anghileri"
"40877","thomas phelan"
"40878","valery mitrofanov"
"40879","johann ulm"
"40880","marianne keevil leick"
"40881","pierre fauchais"
"40882","rustam shakulov"
"40883","douglas oehlbeck"
"40884","pramod achyut bhandiwad"
"40885","lewis ghiz"
"40886","geng lin"
"40887","kimihiko kato"
"40888","jung im kim"
"40889","dound yogesh"
"40890","florencio barrero loper"
"40891","debra lynn taylor"
"40892","olga michailovna drozdova"
"40893","sergio passarino"
"40894","geum jong bae"
"40895","dasari subramanyeswara rao"
"40896","pilar laza"
"40897","stephen vincent wood"
"40898","roland woelker"
"40899","jos eduardo alves pereira"
"40900","arthur volta"
"40901","bronislaw zapolski"
"40902","vani deshpande"
"40903","marcin piolun noyszewski"
"40904","yuichiro miyauchi"
"40905","xunfeng xia"
"40906","lars piltz"
"40907","kevin james cherkauer"
"40908","kyoung sup shin"
"40909","curtis greg coffman"
"40910","prashant kanvihalli"
"40911","seok gu ko"
"40912","pratik mahajan"
"40913","jean meyzonnetie"
"40914","cesar huilinir curio"
"40915","wook hyun kim"
"40916"," seddon"
"40917","thomas heidebrecht"
"40918","francesc aviles puigvert"
"40919","yang je   samsung raemian apt cho"
"40920","giacomo spampinato"
"40921","oral ricardo willis"
"40922","philipe luiz"
"40923","jeffery jaramillo"
"40924","gregor ilnicki"
"40925","scott legendre"
"40926","manisha sharma"
"40927","jose juarez roldan"
"40928","rainer strehle"
"40929","jerry laplante"
"40930","celia freitas da cruz"
"40931","myungseon heo"
"40932","john moseby"
"40933","kerry lea taylor"
"40934","cornelis schreuders"
"40935","manuel romero bernrdez"
"40936","peter stig einar sommansson"
"40937","guojiao chen"
"40938","jacques bachmann"
"40939","petr alexeevich korenev"
"40940","juan ricardo lopez"
"40941","jong wan kim"
"40942","javier montaner gutierrez"
"40943","pierre veyrand"
"40944","thierry sender"
"40945","tomohiro higaki"
"40946","william schmalz jr"
"40947","yoriko sameshima"
"40948","eckhard liebricht"
"40949","rostislav khrapko"
"40950","francois harle"
"40951","jesus ibarrola"
"40952","rute esteves carvalho sofia"
"40953","philip buscemi"
"40954","konstantin radievich khrapko"
"40955","veronique jacques"
"40956","isabelle betremieux"
"40957","alexandr bunin"
"40958","anthony swan"
"40959","wenqiang yu"
"40960","angelo destefanis"
"40961","ferenc felfoeldi"
"40962","stacy glasgow steffes"
"40963","yoo hyon kim"
"40964","antonio parque tecnologico lorente bonde larsen"
"40965","francesco celante"
"40966","mike okamura"
"40967","jon anthony glydon"
"40968","sahul amid"
"40969","tadashil ito"
"40970","arthur   eastman kodak company smart"
"40971","junichi handa"
"40972","roy william martin"
"40973","chuannan long"
"40974","rocio vazquez macias"
"40975","srinivasa shantharam"
"40976","karel pelz"
"40977","angel ortega valero"
"40978","thomas craven jr"
"40979","mingjun xu"
"40980","igor kharitonenko"
"40981","ferris pitts jr"
"40982","edward louis dickinson"
"40983","va barab"
"40984","jae ho legal ip team jung"
"40985","nitin negandhi"
"40986","jeffrey matthew jue"
"40987","anita nanadikar"
"40988","hiromoto sanwa kagaku kenkyusho co kimura"
"40989","jakub kowalski"
"40990","il minn"
"40991","yukiko maruyama"
"40992","francois thomson csf warnan"
"40993","miguel rodriguez andres"
"40994","juan antonio gallego ju rez"
"40995","bernhard koessler"
"40996","adam kanter"
"40997","jean franois mangin"
"40998","patrick dwaine warden"
"40999","hugues bertrand"
"41000","dong myeong park"
"41001","valentin fedorovich sarychev"
"41002","sang ho jun"
"41003","chunyan yao"
"41004","tomasz spietz"
"41005","soren lindberg"
"41006","daniel montes garcia"
"41007","arie mahfoda"
"41008","sergio melotto"
"41009","johan persson"
"41010","christophe grand"
"41011","vadiraj ekkundi"
"41012","evgeny petrovich tihomirov"
"41013","lian haihui"
"41014","pirjo helena makela"
"41015","christer zoffmann bisgaard"
"41016","anna stiina jskelinen"
"41017","murali govindarajulu"
"41018","david karim engelmark cassimjee"
"41019","fred mercado"
"41020","ing pericle bosi"
"41021","harri ahola"
"41022","john kenneth alexander bell"
"41023","girish madpuwar"
"41024","francois stoffel"
"41025","mike birch"
"41026","christian malvik"
"41027","flemming risager"
"41028","mika tanaka ninomiya"
"41029","dongwan lim"
"41030","rudolph boensch"
"41031","sandeep robert datta"
"41032","xueling quan"
"41033","lubos rehak"
"41034","evan qu"
"41035","hyung chang"
"41036","guy societe civile delpech"
"41037","norio  honda  co suzuki"
"41038","joern kulisch"
"41039","alexandre petrenko"
"41040","peida xu"
"41041","kunal mulay"
"41042","alexander lindeijer"
"41043","michal bielen"
"41044","shouzo shimada"
"41045","charlotta bergman"
"41046","pandey banibrata"
"41047","jean bosson"
"41048","alan bernardi"
"41049","inaki urzay basarrate"
"41050","jrgen christmann"
"41051","noelia alcala serrano"
"41052","oleg mikhailovich gerasimov"
"41053","karoly kanay"
"41054","federico isaja"
"41055","winters geoffrey"
"41056","frank mahony"
"41057","william whaley"
"41058","dmitrijj aleksandrovich skvorcov"
"41059","can ming liang"
"41060","franois jeuniaux"
"41061","aleksander krzywinski"
"41062","zhunping zhang"
"41063","seok young han"
"41064","hans joachin ludwig gossmann"
"41065","gary promhouse"
"41066","slawomir boncel"
"41067","keld hansen"
"41068","zhaohe wang"
"41069","luis linares"
"41070","joaquim carlos neto murta"
"41071","liliane roblot treupel"
"41072","ladimir jose carvalho"
"41073","anup sebastian"
"41074","krylov konstantine"
"41075","yoichi citizen watch co nagata"
"41076","ladislava vymetalova"
"41077","garrett leischner"
"41078","joana leticia paixao correia"
"41079","kunihisa jitsuno"
"41080","andrea de felici"
"41081","koichi  tomco mfg otsubo"
"41082","daniel zamudio fevrier"
"41083","guillaume blin"
"41084","nikolay sergeevich skidanov"
"41085","mami suzuki"
"41086","sashibhushan malreddy"
"41087","sang song lee"
"41088","manuel poza jimenez"
"41089","rene elbaek jensen"
"41090","keith earles"
"41091","michael todd"
"41092","david field winchell"
"41093","martin marek"
"41094","bruno weihs"
"41095","ladislav riha"
"41096","andreas balle"
"41097","tina chia ho"
"41098","tamas pazonyi"
"41099","boris arkipov"
"41100","thomas isaksson"
"41101","vernon mc george jr"
"41102","yeuzhong meng"
"41103","mariano bulos"
"41104","raja krishnaswamy"
"41105","william conlan"
"41106","augustine pitrolo"
"41107","joseph mosley"
"41108","chandan shee"
"41109","czes aw radzewicz"
"41110","willy tunbratt"
"41111","kiyoshi intellectual property division tokita"
"41112","pyung park"
"41113","geunseok jeong"
"41114","jean pierre dolige"
"41115","karunagaran sivagurunathan"
"41116","david jacinto"
"41117","jean rognard"
"41118","sorina morar mitrica"
"41119","randal cacciola"
"41120","ansari akhlaque ahmed zahir ahmed"
"41121","subhash mali"
"41122","harold leonard newman"
"41123","pierre allegre"
"41124","andreas hermansson"
"41125","babu meka"
"41126","andrey vechtomov"
"41127","ying guan"
"41128","ari alander"
"41129","jean levasseur"
"41130","masato ichiki"
"41131","giovanni buzzanca"
"41132","milos hlavka"
"41133","anna tylki szyma ska"
"41134","alexei ivanovich trushin"
"41135","taras aleksandrovich skoromets"
"41136","jianbing wang"
"41137","gazza romolo"
"41138","zhishun yu"
"41139","masayuki katsumoto"
"41140","per jan jensen"
"41141","per kristian fylkesnes"
"41142","masaaki kamitani"
"41143","ling jun lai"
"41144","rosa maria rodriguez"
"41145","klara horvath nee otta"
"41146","katsumi nishijima"
"41147","koteppa pari"
"41148","ermanno marzorati"
"41149","taoufik tani"
"41150","manoj kumar sarkar"
"41151","shashi math"
"41152","naofumi kitano"
"41153","jongoh sun"
"41154","philippe courtecuisse"
"41155","maybell daunoy"
"41156","rosa maria coco martin"
"41157","eugene palka"
"41158","wyatt andrew lloyd"
"41159","raphael rinaldi"
"41160","timothy john brien"
"41161","kilhwan oh"
"41162","changhun cho"
"41163","armelle danilou"
"41164","kui yong choi"
"41165","kurt faust"
"41166","jiri petlach"
"41167","hidetoshi asanuma"
"41168","cristina martins"
"41169","celso reis"
"41170","joo henrique zimnoch don santos"
"41171","francesco pinto"
"41172","alessandra catani"
"41173","sreedhar janaswamy"
"41174","carlo poggi"
"41175","wenguang zhang"
"41176","gai yang"
"41177","michio  kanaoka factory sakai plant moriwaki"
"41178","xuening liu"
"41179","kornel galgoczy"
"41180","kunihiro hatanaka"
"41181","bikash barai"
"41182","paulo andre"
"41183","vinay puthiya kovilakam"
"41184","scott brenneman"
"41185","igancio javier izquierdo gomez"
"41186","kazimierz berbeka"
"41187","william pozzi"
"41188","mancang fu"
"41189","stephen alfred muller"
"41190","philipp heltewig"
"41191","qiaozhou lin"
"41192","eliahu zeevi"
"41193","michael gerard goberis"
"41194","edilma de souza dias"
"41195","ray taylor flugger"
"41196","alexandre kaczerginski"
"41197","john coski"
"41198","renee thibodeaux"
"41199","alberto cuesta"
"41200","naoko yamano"
"41201","stanislaw urbanski"
"41202","miklos frcska"
"41203","istvan joo"
"41204","daniela ubiali"
"41205","hidetaka higashimura"
"41206","karel marik"
"41207","matthias berger"
"41208","reko antti suojanen"
"41209","patrik bernstein"
"41210","xin hong wang"
"41211","bemard compain"
"41212","jawad haidar"
"41213","jayant indurkar"
"41214","ibanez catala xavier"
"41215","richard mark brucks"
"41216","alexander tambovtsev"
"41217","anthony cariou"
"41218","yuji akamatu"
"41219","jong whal kim"
"41220","carl cannizzaro"
"41221","norman wen"
"41222","bengt erik knubb"
"41223","giancarlo rosina"
"41224","diego perez marin"
"41225","raymond hayes"
"41226","mauricio fernandes barbosa de carvalho"
"41227","miguel heredia"
"41228","nimmy joseph"
"41229","franz borgmann"
"41230","tomotaka nishimoto"
"41231","shrinivas shenoy"
"41232","valery alexandrovich tjurin"
"41233","peter anna"
"41234","rui bastos"
"41235","ghadir gholami"
"41236","milan hoefer"
"41237","shreenivasa murthy "
"41238","joseph da lio"
"41239","herman diaz"
"41240","teresa law"
"41241","suzuki nobuhiko"
"41242","muthu krishnan"
"41243","wiktor gambin"
"41244","jean marie geoffroy"
"41245","yuuichi nakatsuhama"
"41246","guenter brenker"
"41247","jacqueline le gac"
"41248","maurice henry hanes"
"41249","gunner jorgensen"
"41250","kazuo toyota jidosha kabushiki kaisha kiriyama"
"41251","antonino cutrupi"
"41252","vasily kopyl"
"41253","anders folkesson"
"41254","paul diefenbaugh"
"41255","gilbert moeckel"
"41256","jang seop shin"
"41257","alexandr vladimirovich karpyshev"
"41258","george homewood"
"41259","derek chatterton"
"41260","hyun ho seo"
"41261","achille marcucci"
"41262","joseph muhlestein"
"41263","kim dong joong"
"41264","santosh karumathil"
"41265","liangzhou fan"
"41266","luca rosi"
"41267","sam tone tor"
"41268","frederick schirk"
"41269","maciej maciesowicz"
"41270","sylviane levy toledano"
"41271","hans olov kalldin"
"41272","mohd yawar nihal siddiqui"
"41273","giovanni pagano"
"41274","andreas meinken"
"41275","yansheng jiang"
"41276","jacob schultz"
"41277","linda jo ann eaton"
"41278","eduard schonberger"
"41279","anatoly sobolevskiy"
"41280","jose uribe"
"41281","kamal abdou youssef"
"41282","lev filippov"
"41283","ho yoon seok"
"41284","wolfgang miereisz"
"41285","allister capati"
"41286","nachiket karmarkar"
"41287","adriana dinora da silva duarte"
"41288","paul asente"
"41289","gary lee quakenbush"
"41290","barkin aygun"
"41291","pingyi yan"
"41292","dunja soldo roudnicky"
"41293","raimo parkkinen"
"41294","thomas breihof"
"41295","rene dathe"
"41296","masatoshi  patent division takahashi"
"41297","carlo cifani"
"41298","christian giesguth"
"41299","livio marti"
"41300","stephen john angelovich"
"41301","faiez zannad"
"41302","payam herischi"
"41303","venkata kallam"
"41304","jrn marcussen"
"41305","stanislaw randzio"
"41306","ronald steimel"
"41307","chunhua yuan"
"41308","kim vanover"
"41309","ove alexander hogmoen astrand"
"41310","conxita de castellarnau castella"
"41311","adam gonopolsky"
"41312","jean pierre bayle"
"41313","raymond breant"
"41314","chiaki kitami"
"41315","dick sjogren"
"41316","ken forster"
"41317","siegfried binner"
"41318","mike harney"
"41319","bruno rovereto"
"41320","michele amoruso"
"41321","kiran mitchanagatla"
"41322","liang zang"
"41323","michael peter kinsella"
"41324","eun ah you"
"41325","frederic ampe"
"41326","anthony paul seeto"
"41327","nergal de kelaita"
"41328","laura iris ferro"
"41329","tovey bachman"
"41330","marcus fridenberg"
"41331","alexey lebedinskiy"
"41332","hiroshi  nec corp morito"
"41333","qingjian liu"
"41334","mona ivey hoyle"
"41335","marco terzi"
"41336","andreia marques valente"
"41337","john hestenes"
"41338","marc emmelin"
"41339","olav haugen"
"41340","joan conejero sugranes"
"41341","yoonchan oh"
"41342","erik batelsson"
"41343","daniel carelli"
"41344","joel penelon"
"41345","ramesh nallur"
"41346","william rodrigues de oliveira"
"41347","takashi daikyoji"
"41348","nussbaum hans"
"41349","gilberto schwartsmann"
"41350","adam kramschuster"
"41351","pierre jean ribeyron"
"41352","monica cacho izquierdo"
"41353","edward chwajta"
"41354","junien labrousse"
"41355","philippe grange"
"41356","dong sup song"
"41357","chris mcsweeney"
"41358","indumathi ramakrishnan"
"41359","george balanchi"
"41360","surendrakumar pandey"
"41361","marianne rudberg"
"41362","mikhail levinsky"
"41363","srinivasan ekabaram"
"41364","rainer kohlen"
"41365","esko pajunen"
"41366","regis visiedo"
"41367","markus roberts"
"41368","heikki hokkanen"
"41369","dongil yang"
"41370","johann owegeser"
"41371","dorothee martin"
"41372","david fojtik"
"41373","mariann ecserine puskas"
"41374","youg won jung"
"41375","juan monzo cabrera"
"41376","hannu pirskanen"
"41377","alexei khomutov"
"41378","daniel gast"
"41379","luigi marchesini"
"41380","juan costas poch"
"41381","michail iljtch ul jubilejnaja fesina"
"41382","eduardo bustos obregon"
"41383","javier egea maiquez"
"41384","claus borggaard"
"41385","joerg felsberg"
"41386","francesco bonchi"
"41387","steven sollott"
"41388","eiichiro shimada"
"41389","ib attrup"
"41390","rishul matta"
"41391","folke orsa"
"41392","enrico gianola"
"41393","christophe korn"
"41394","thierry judasz"
"41395","kalman fejes"
"41396","arwyn jones"
"41397","jose antonio penaranda marques"
"41398","navjot bhogal"
"41399","ippei nodo"
"41400","hans erik hjelmrodt"
"41401","young man ahn"
"41402","herman augusto lepikson"
"41403","turbjorn aasen"
"41404","maria rosa gilabert sol"
"41405","andrei  saraby kunstantinov"
"41406","li qiao"
"41407","eduard zaiss"
"41408","ralph schepp"
"41409","dalin zhou"
"41410","avraham shmuel"
"41411","karl lingerfelt"
"41412","chuanbing wang"
"41413","govindrajan raman"
"41414","shchupak oleg"
"41415","robert ieraci"
"41416","krishnan menon"
"41417","harish mahabal"
"41418","seok soon park"
"41419","pierre gilles"
"41420","alexis mercier"
"41421","wayne puglia"
"41422","hans peter gros"
"41423","ankit pandey"
"41424","james edward kearney"
"41425","zachary eyen"
"41426","marco roelofs"
"41427","jose luis ayala garcia"
"41428","jrgen kaesser"
"41429","pedro andres aranda"
"41430","elvira krigan"
"41431","jens hoche"
"41432","hamza mameri"
"41433","hartmut braetsch"
"41434","dmitry alexandrovich shevtsov"
"41435","antonina alexandrova"
"41436","ignacio alfaro abreu"
"41437","gunter mall"
"41438","mohamed atiq elias"
"41439","seong il hahm"
"41440","dan kerfeldt"
"41441","ignacio crespo camino"
"41442","masaki serata"
"41443","stefan thormar"
"41444","gerard gallas"
"41445","ly pu"
"41446","de donno marco"
"41447","to van pham"
"41448","jeffrey scott holly"
"41449","takeshi goto"
"41450","enrico sponza"
"41451","dong yo ryu"
"41452","zhitang chen"
"41453","boris bark"
"41454","jens willwacher"
"41455","piotr folkert"
"41456","jingyu lee"
"41457","pascal reygner"
"41458","gae young sung"
"41459","alberto benavides"
"41460","sirio vurro"
"41461","guadalupe almera"
"41462","hubert de jonge"
"41463","vytchesalv astashov"
"41464","gernot kerner"
"41465","ulf bolmstedt"
"41466","mico stefan"
"41467","inge arild vee"
"41468","ettore casagrande"
"41469","eduard gratacos solsona"
"41470","domenec pinto bascompte"
"41471","karl richard komarek"
"41472","philippe mazieres"
"41473","donald forslund"
"41474","vishwas dattatraya joshi"
"41475","by hildegard nelson"
"41476","yong bon park"
"41477","per ove almeflo"
"41478","thomas mitchell sherman"
"41479","kjell rickling"
"41480","michael manchak"
"41481","yoichi ohshita"
"41482","harri  tuula heikki jaeaelinoja jaeaelinoja"
"41483","simon david riley"
"41484","oleksandr roslik"
"41485","jean marie autuche"
"41486","chester poranski jr"
"41487","vanpeene christian"
"41488","tiffany devaughn"
"41489","carlos henrique guimaraes da cunha"
"41490","mathieu meugnier"
"41491","navin bansal"
"41492","praven kumar luthra"
"41493","marta cecilia pigazzini"
"41494","laszlo gutper"
"41495","tanja kubicek"
"41496","marcin danielak"
"41497","carlos tiscar ribeiro"
"41498","hyun duck yang"
"41499","jean baptiste le materiel bouvier yvoire"
"41500","drew hoffman"
"41501","maciej lukasz szumacher"
"41502","jake baker"
"41503","balazs havasi"
"41504","amit kumar singh parihar"
"41505","byungkyu ahn"
"41506","frank gnutzmann"
"41507","vania moreira"
"41508","jae hun hur"
"41509","francois zeller"
"41510","blake ashton nickles"
"41511","stephane bacou"
"41512","satoshi omitsubishi jidosha kogyo kk shinohara"
"41513","chao qi"
"41514","william david kemmel"
"41515","jorma kullervo romunen"
"41516","jose miguel silva do camo nogueira"
"41517","cesare colosio"
"41518","jonas hellstroem"
"41519","guangye liu"
"41520","jae seok hwang"
"41521","annette lynn huebner"
"41522","gabor nemeth"
"41523","valentino pizzol"
"41524","magdalena anna bednarek"
"41525","hitoshi  kawaguchi"
"41526","patrice sandrin"
"41527","sachin mahajan"
"41528","pilar balerdi azpilicueta"
"41529","mitsutoshi shinko electric ind co higashi"
"41530","bertrand gautherot"
"41531","bertrand de saint esteban"
"41532","young in lim"
"41533","jason coppinger"
"41534","eric william kurtz"
"41535","kyeong mok byeon"
"41536","david espenchied"
"41537","zuojie peng"
"41538","ronglong sun"
"41539","deependra kumar singh"
"41540","jon gabrielsson"
"41541","gnther dorenbeck"
"41542","konstantin serebryany"
"41543","centr salt and marine chem res inst rathod"
"41544","angela leguina crespo"
"41545","john terje johansen"
"41546","jerome this"
"41547","darren pickering"
"41548","juergen schellhase"
"41549","madhukar chetty"
"41550","juan luis corral gonzalez"
"41551","josep matamoros bonilla"
"41552","dennis wilber"
"41553","timon gruber"
"41554","yaping ge"
"41555","venkata ratnakar rao rayavarapu"
"41556","viktor vladimirovich novoselov"
"41557","santiago olaneta arambarri"
"41558","gian maria colonna"
"41559","alejandro pretola"
"41560","krzysztof kolasa"
"41561","peter monti"
"41562","jason ford"
"41563","kurt borch christensen"
"41564","josiane roussos"
"41565","kouji fujita"
"41566","dr ing joachim schlegel"
"41567","jozef gluszek"
"41568","sakari mali"
"41569","boris savelievich naroditsky"
"41570","oliver klein"
"41571","swetha sivaram"
"41572","makarevi janja"
"41573","gene leroy thomas"
"41574","alberto manchon macias"
"41575","gerhard dr lauermann"
"41576","ki yeon jo"
"41577","jose eduardo ferreira moreira"
"41578","luis otavio mollica borelli"
"41579","evgenii even evich chigrai"
"41580","michael oberle"
"41581","massimo garzulino"
"41582","si ping bao"
"41583","daniel de toro"
"41584","rupesh liladhar gawade"
"41585","koji tsunekawa"
"41586","christine bruun schidt"
"41587","thomas babinec"
"41588","andre cardote"
"41589","barton bennett"
"41590","jrg tobias"
"41591","yunying wu"
"41592","shawn carnes"
"41593","babulal makwana"
"41594","samir attayebi"
"41595","antti sironen"
"41596","bastian marc bachmann"
"41597","jose maria lopez pedrosa"
"41598","bernard roger"
"41599","massimo guzzetti"
"41600","laszlo pelsoeczy"
"41601","ladislav kraus"
"41602","masazumi izawa"
"41603","eric desvallees"
"41604","jean damelet"
"41605","andrei semenovich kurkov"
"41606","jose villacampa ramos"
"41607","toru  honda  co takenaka"
"41608","keigo shimano inc kitajima"
"41609","gerd allahut"
"41610","fa ming chen"
"41611","judith arline laskowski"
"41612","sven algot joel liljendahl"
"41613","steven faigen"
"41614","aleksandr aleksandrovich dzhanelidze"
"41615","yoonjeong choi"
"41616","michael langnickel"
"41617","pawankumar harode"
"41618","eu gene choi"
"41619","lauri kemppainen"
"41620","dipali goenka"
"41621","salvatore daidone"
"41622","vladimir ivanovich sobolev"
"41623","geun bae jeon"
"41624","seung ryeol cha"
"41625","douglas james markos"
"41626","alexander klaiber"
"41627","guy anthony gilmour ricketts"
"41628","constantine kulig"
"41629","robin leyden"
"41630","david richard gunning"
"41631","jason crowe"
"41632","shigeru  intellectual property support department olympus intellectual property services co nemoto"
"41633","byung wook woo"
"41634"," corbalan"
"41635","ruikun wu"
"41636","jaroslaw gabrycki"
"41637","ladislau martin neto"
"41638","xinhong lu"
"41639","si yin li"
"41640","luigi cervi"
"41641","susann klimas"
"41642","candido aramburu"
"41643","frank eidam"
"41644","lisa wiveca lindahl"
"41645","cristina maria fernandes ribeiro"
"41646","daohua pan"
"41647","aleksey leonidovich lebedev"
"41648","risto vesanto"
"41649","kajsa bjoerklund"
"41650","rita terris"
"41651","takeshi bamba"
"41652","david thomson csf propriete intellec mouen makoua"
"41653","matthias nicola"
"41654","jina lee"
"41655","john frattalone"
"41656","soren kristiansen"
"41657","ling chen"
"41658","tooru eshita"
"41659","michal pajak"
"41660","eric boulai"
"41661","regis costes"
"41662","marcus mianulli"
"41663","robert neumeier"
"41664","attila boer"
"41665","dan gustavson"
"41666","jrgen wassen"
"41667","siegfried ottawa"
"41668","bernhard rsch"
"41669","killian horgan"
"41670","phong dinh"
"41671","gabriele verdelli"
"41672","ricardo lzaro"
"41673","krzysztof matuszewski"
"41674","girish vsr chiruvolu"
"41675","antal tungler"
"41676","edward nitenson"
"41677","karl heinz flatow"
"41678","ezio bazzo"
"41679","xiangyuan deng"
"41680","aleksey vladimirovich smirnov"
"41681","maria beatriz fairbanks de sa"
"41682","sergey alexandrovich pokotilo"
"41683","jong yev hong"
